This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202302 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm's accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
202207,    8.03,    8.06,   11.61,    8.15,    7.07,    7.96,   10.01,   12.38,    7.78,    9.17,    7.35,    6.84,    8.15,    7.77,    9.83,   10.23,   12.27,   12.52
202208,    1.70,   -2.54,   -3.54,    2.26,   -1.94,   -1.83,   -4.09,   -3.42,    3.26,   -0.51,   -1.42,   -2.40,   -1.67,   -1.99,   -4.37,   -3.76,   -4.15,   -2.60
202209,  -12.33,   -8.70,  -11.19,  -12.75,   -9.58,   -7.91,  -10.61,  -11.02,  -13.08,  -11.84,   -9.98,   -9.24,   -7.16,   -8.69,   -9.86,  -11.48,  -10.76,  -11.31
202210,    4.18,   10.80,   10.73,    2.97,   11.01,   10.31,   11.59,   10.23,    1.48,    7.04,   10.93,   11.08,   10.62,    9.99,   11.58,   11.60,    8.83,   11.84
202211,   -2.51,    4.31,    5.83,   -3.38,    2.94,    4.32,    5.46,    5.98,   -5.21,    1.61,    2.32,    3.46,    4.87,    3.74,    5.37,    5.58,    6.07,    5.87
202212,   -6.36,   -5.07,   -6.01,   -6.50,   -5.25,   -4.87,   -5.41,   -6.53,   -6.66,   -6.05,   -5.59,   -4.96,   -4.55,   -5.21,   -5.68,   -5.09,   -5.88,   -7.27
202301,   20.98,    8.30,   11.17,   22.88,    9.08,    7.69,   10.88,   10.92,   25.79,   15.00,   10.55,    7.83,    7.25,    8.15,   10.26,   11.63,   11.17,   10.63
202302,   -5.45,   -1.09,   -2.23,   -6.07,   -2.04,   -0.76,   -1.50,   -2.13,   -7.81,   -1.30,   -2.08,   -2.00,   -0.79,   -0.73,   -0.73,   -2.42,   -2.49,   -1.71


  Value Weight Returns -- Annual from January to December
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
  1964,   21.88,   15.92,   15.79,   20.79,   22.05,   11.95,   14.53,   17.91,   13.01,   24.15,   22.93,   21.67,   11.43,   13.98,   19.03,   11.87,   19.10,   16.52
  1965,   19.51,    6.82,   20.36,   23.10,    1.42,   12.62,   14.31,   22.31,   28.82,   20.37,   16.94,   -5.79,   12.39,   12.62,   15.73,   13.21,   26.65,   20.46
  1966,   -5.82,  -10.62,   -8.85,  -10.22,   -8.37,   -7.83,   -9.99,   -8.97,   -8.41,  -11.02,   -4.20,  -13.80,   -8.39,   -7.28,  -11.84,   -8.46,   -5.43,  -10.96
  1967,   20.53,   21.56,   34.92,   41.92,   16.08,   21.49,   21.59,   37.63,   59.55,   33.16,   10.63,   23.62,   21.66,   21.39,   18.60,   24.20,   29.86,   42.13
  1968,   22.90,   13.48,    6.69,   29.68,   15.81,   15.09,    9.29,    6.13,   32.74,   28.22,   18.55,   13.23,   19.33,   10.54,   10.35,    8.41,    8.47,    4.67
  1969,  -20.06,  -11.62,   -2.63,  -20.80,  -14.96,  -12.11,   -9.93,   -0.81,  -23.53,  -18.73,  -19.17,  -11.38,  -16.53,   -6.41,  -10.94,   -9.07,   -6.10,    3.03
  1970,    3.22,    5.51,   -3.59,    1.95,    4.00,    5.56,    0.98,   -3.53,   -8.73,    7.20,    4.94,    3.05,    6.18,    4.41,    5.64,   -3.87,    3.81,   -8.94
  1971,   11.95,   13.23,   20.56,   12.72,   11.72,    9.69,   18.90,   22.29,   15.81,   11.14,   10.81,   12.56,    8.10,   12.84,   22.88,   14.68,   29.35,   18.02
  1972,    7.89,   13.68,   24.44,    5.64,   11.24,   13.29,   21.91,   23.33,    1.21,    7.45,    9.97,   12.72,   13.43,   12.86,   15.62,   27.46,   28.09,   19.99
  1973,  -15.44,  -15.86,  -19.19,  -11.95,  -18.08,  -13.96,  -15.30,  -21.65,  -16.70,   -9.63,  -21.95,  -14.58,  -12.32,  -17.40,  -21.28,  -11.82,  -17.65,  -25.85
  1974,  -27.83,  -21.56,  -31.23,  -24.56,  -32.55,  -15.83,  -27.19,  -31.56,  -23.28,  -25.21,  -33.07,  -32.43,  -12.81,  -21.45,  -23.15,  -30.23,  -30.80,  -31.75
  1975,   42.99,   37.26,   38.59,   39.38,   47.29,   36.98,   33.68,   40.09,   38.30,   39.80,   48.96,   47.48,   37.72,   36.24,   33.56,   33.33,   38.59,   41.42
  1976,   32.00,   27.35,   24.65,   36.15,   30.98,   28.89,   22.78,   24.04,   42.96,   32.81,   27.07,   35.63,   29.93,   28.38,   19.98,   26.91,   19.39,   27.70
  1977,   -3.19,   -2.03,   -5.31,   -4.09,   -0.05,   -0.55,   -9.06,   -3.00,   -2.67,   -4.92,   -1.31,    0.99,   -1.10,    0.13,   -7.55,   -9.88,   -2.76,   -2.54
  1978,    4.23,    8.71,    9.65,    4.15,    8.56,    6.12,    9.29,    9.69,   12.13,    0.75,    4.07,   11.70,    4.01,    8.76,    9.90,    9.19,    8.62,   10.55
  1979,   25.59,   21.92,   22.20,   25.98,   16.43,   30.99,   22.92,   20.60,   36.75,   20.16,   25.28,   11.61,   27.44,   34.42,   19.65,   26.09,   24.05,   17.30
  1980,   22.76,   33.86,   37.55,   19.31,   24.65,   40.02,   35.64,   37.89,   18.96,   19.54,   28.17,   22.13,   38.47,   40.74,   33.14,   37.81,   41.85,   32.05
  1981,    1.28,   -1.13,   -7.56,   -0.22,    6.51,   -3.38,   -4.61,   -9.28,   -5.51,    2.58,    3.77,    8.76,   -1.01,   -5.54,   -4.92,   -4.33,    1.06,  -13.37
  1982,   32.06,   18.17,   22.29,   33.85,   28.02,   13.31,   18.09,   25.87,   39.43,   29.85,   28.91,   27.30,   12.77,   13.88,   20.71,   15.29,   19.60,   30.71
  1983,   24.22,   22.11,   22.50,   24.48,   23.66,   24.75,   20.40,   21.52,   23.98,   23.62,   23.03,   24.27,   22.56,   27.25,   16.53,   24.90,   23.40,   20.31
  1984,   -7.66,    7.65,    6.79,  -14.08,    3.92,    6.58,    8.99,    5.83,  -25.76,   -6.09,   -0.50,    8.66,   10.69,    2.11,    8.51,    8.94,    6.04,    5.83
  1985,   27.96,   33.58,   33.49,   26.35,   29.10,   37.85,   30.22,   35.34,   17.99,   31.66,   29.81,   28.31,   34.19,   41.18,   30.40,   30.32,   36.73,   34.14
  1986,   11.94,   19.39,   16.83,    8.03,   16.93,   19.23,   20.33,   15.86,   -0.04,   13.85,   17.07,   16.79,   20.02,   17.70,   22.16,   19.02,   20.24,   12.83
  1987,   -2.56,    0.16,    5.41,   -6.27,    1.53,    2.02,    3.07,    3.64,  -11.22,   -3.40,    1.75,    1.12,   -0.29,    3.26,   -3.30,    8.46,    6.17,    0.39
  1988,   15.56,   18.34,   18.46,   15.82,   19.63,   16.79,   16.61,   20.56,   21.32,   12.76,   16.01,   22.98,   16.30,   17.14,   18.92,   14.68,   23.64,   16.39
  1989,   27.60,   29.03,   30.33,   27.89,   28.83,   24.85,   33.27,   30.37,   25.82,   28.40,   27.23,   30.24,   26.54,   24.14,   36.61,   30.08,   26.62,   34.12
  1990,  -14.17,   -5.53,   -2.81,  -17.73,   -9.72,   -1.14,   -8.68,   -0.45,  -19.21,  -17.05,   -9.09,  -10.31,   -3.18,   -0.18,   -9.89,   -7.42,   -3.14,    1.69
  1991,   31.85,   25.51,   43.16,   37.91,   27.87,   25.46,   27.14,   49.51,   48.58,   32.93,   24.01,   31.46,   33.03,   20.85,   23.13,   30.76,   39.14,   56.54
  1992,    8.26,   10.05,    9.40,    7.72,   10.71,    8.14,   13.29,    7.73,    4.48,    9.10,    9.05,   12.11,    3.63,   11.70,   12.53,   13.60,   17.64,    1.72
  1993,   21.27,   14.67,    5.43,   22.75,   17.36,   14.66,   13.79,    2.56,   21.98,   23.81,   19.21,   16.12,   10.43,   18.04,   12.59,   13.58,    3.19,    2.24
  1994,   -3.45,    1.20,    1.07,   -6.36,    1.29,    0.40,    1.00,    1.24,  -12.12,   -0.31,    0.67,    1.94,   -2.45,    3.14,    1.79,    0.65,    0.48,    1.58
  1995,   35.13,   29.96,   41.61,   36.39,   29.34,   35.46,   35.26,   40.89,   37.36,   34.59,   33.47,   25.04,   35.12,   35.75,   24.78,   43.52,   36.57,   44.34
  1996,    9.65,   20.62,   25.81,    5.92,   18.45,   19.04,   24.44,   25.79,   -4.16,   15.76,   17.21,   20.06,   16.13,   21.47,   23.02,   25.14,   29.47,   23.59
  1997,   24.06,   30.93,   34.09,   19.80,   29.40,   32.39,   37.67,   30.62,   11.24,   26.87,   32.37,   26.13,   33.94,   31.31,   30.74,   41.96,   30.84,   30.25
  1998,   19.91,   18.10,   30.90,   23.92,   12.50,   21.40,   17.67,   34.97,   31.12,   13.63,   11.33,   12.94,   24.96,   18.42,   15.73,   19.10,   40.60,   30.16
  1999,   42.72,   21.50,   17.58,   51.99,   19.66,   21.66,   24.04,   14.83,   62.68,   35.54,   15.11,   21.85,   18.59,   24.78,   19.78,   26.35,   23.01,    7.59
  2000,  -26.86,   -2.83,   -2.90,  -31.30,   -2.30,   -4.97,    0.09,   -5.02,  -35.85,  -20.96,  -10.48,    2.76,    3.70,   -9.28,   -3.00,    3.26,   -8.85,    0.51
  2001,  -22.44,   -7.74,   -8.55,  -26.22,   -9.31,  -17.21,    0.77,  -10.23,  -31.83,  -16.49,  -13.30,   -5.59,  -13.55,  -17.38,    5.63,   -2.98,  -16.05,   -0.08
  2002,  -34.66,  -18.29,  -18.55,  -36.23,  -23.52,  -19.89,  -17.13,  -19.67,  -38.11,  -33.87,  -32.08,  -15.55,  -22.28,  -16.73,  -17.22,  -16.49,  -20.36,  -19.39
  2003,   46.74,   33.20,   23.49,   47.85,   37.19,   35.02,   27.80,   22.77,   52.49,   44.95,   42.73,   34.90,   39.29,   31.40,   29.79,   25.39,   20.78,   25.51
  2004,   11.69,   11.13,   12.36,    9.61,   14.52,    7.54,   16.00,   10.99,    7.28,   12.01,   15.89,   13.08,    6.21,    8.15,   16.93,   15.75,    9.47,   13.12
  2005,    5.85,    8.33,    4.15,    3.21,    8.31,   10.18,    5.92,    3.32,    3.82,    4.17,   10.33,    6.51,   12.64,    7.53,    6.54,    5.57,    3.69,    2.56
  2006,   13.36,   16.26,   15.98,   16.12,   12.24,   17.56,   14.16,   17.36,    9.81,   20.38,    9.56,   15.26,   14.64,   20.78,   14.64,   13.43,   21.38,    9.85
  2007,    1.53,    1.64,   11.75,   -2.86,    4.38,    3.64,    4.13,   15.20,    2.90,   -6.35,    9.03,    0.05,   19.51,   -6.08,   -1.07,    7.33,   17.51,   13.83
  2008,  -46.45,  -40.03,  -28.88,  -52.30,  -41.63,  -38.56,  -31.03,  -31.68,  -53.60,  -51.15,  -37.51,  -45.70,  -40.56,  -37.52,  -39.32,  -23.78,  -32.78,  -30.29
  2009,   32.46,   26.90,   28.49,   40.53,   25.74,   25.54,   28.43,   28.24,   44.97,   38.03,   23.04,   29.40,   27.82,   24.17,   27.85,   29.09,   23.69,   35.63
  2010,   19.96,   16.40,   15.60,   25.12,   14.97,   15.96,   18.05,   13.88,   20.35,   28.18,   13.35,   17.20,   21.20,   10.96,   16.98,   18.58,   15.49,   12.17
  2011,  -13.78,    2.74,    4.83,  -16.01,   -3.74,    3.97,    2.93,    6.88,  -16.07,  -15.98,   -9.31,   -1.13,    2.92,    3.88,    4.09,    2.14,    5.11,    9.31
  2012,   21.73,   18.72,   12.80,   23.04,   22.69,   15.50,   14.33,   14.73,   26.95,   21.19,   18.35,   23.73,   16.95,   13.53,   18.64,   10.77,   16.99,   13.51
  2013,   43.23,   34.82,   31.75,   48.25,   34.91,   35.20,   33.81,   31.05,   49.38,   47.67,   34.83,   35.25,   35.00,   35.44,   34.19,   33.38,   30.92,   31.63
  2014,    9.85,   10.29,   14.16,    9.38,    8.62,   11.63,   12.38,   14.06,    6.04,   11.45,   10.20,    7.06,   11.80,   10.93,   10.55,   14.35,   16.93,    9.93
  2015,   -3.28,    0.18,    1.58,   -5.42,    4.31,   -1.20,    1.77,   -1.20,   -6.21,   -4.51,   -0.59,    7.66,   -1.54,   -1.14,   -3.63,    6.43,   -5.51,    3.93
  2016,   12.91,   13.97,   12.63,    2.35,   15.64,   21.20,   11.60,   11.17,   -7.05,    8.84,   24.97,    9.94,   22.60,   20.39,    7.09,   15.00,    8.64,   13.64
  2017,   17.07,   21.41,   25.63,   16.27,   18.11,   22.67,   22.67,   27.09,   22.33,   12.54,   17.77,   16.08,   24.78,   20.69,   21.56,   23.19,   29.47,   24.95
  2018,   -9.37,   -6.55,   -2.25,   -2.12,  -13.19,   -4.22,   -3.66,   -2.96,   -6.09,   -0.15,  -16.30,  -10.91,   -0.63,   -8.05,   -7.88,   -0.57,   -0.16,   -5.41
  2019,   23.92,   28.70,   34.77,   18.45,   31.70,   28.25,   28.60,   35.80,   29.04,   13.41,   32.39,   30.91,   26.33,   30.19,   27.43,   30.13,   32.30,   40.04
  2020,   28.88,   14.89,   29.02,   35.78,   24.27,    7.24,   18.18,   31.09,   52.17,   18.62,   19.24,   29.46,   15.56,   -5.54,   19.32,   19.65,   31.00,   31.41
  2021,    4.79,   33.62,   25.80,   -3.52,   18.22,   41.82,   26.42,   26.82,   -9.55,    2.75,   19.47,   16.97,   37.92,   43.48,   31.15,   20.78,   27.71,   25.71
  2022,  -22.63,  -19.21,  -18.22,  -30.58,  -11.94,  -10.00,  -26.48,  -17.23,  -38.90,  -23.51,   -9.58,  -14.12,  -13.24,   -4.96,  -30.57,  -21.06,  -20.68,  -13.10


  Equal Weight Returns -- Annual from January to December
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
  1964,   22.27,   18.00,   16.23,   21.92,   22.14,   17.51,   14.86,   17.05,   24.30,   18.43,   23.38,   20.83,   20.62,   14.07,   15.83,   13.89,   16.98,   17.03
  1965,   43.69,   28.08,   36.34,   44.08,   36.10,   29.14,   25.71,   40.46,   47.48,   39.25,   43.27,   28.92,   30.82,   27.38,   25.14,   26.19,   35.08,   44.60
  1966,   -5.86,   -6.41,   -6.34,   -5.36,   -6.40,   -7.15,   -7.25,   -5.56,   -2.80,   -9.15,   -6.94,   -5.72,   -6.50,   -7.77,   -5.88,   -8.72,   -5.83,   -5.49
  1967,   91.24,   56.11,   70.04,  100.19,   69.38,   50.68,   57.75,   74.20,  121.56,   72.44,   69.58,   68.93,   52.88,   48.39,   55.38,   60.14,   72.49,   75.56
  1968,   54.64,   27.59,   30.28,   58.04,   39.28,   25.36,   26.83,   31.68,   59.67,   55.79,   45.81,   32.48,   28.56,   22.35,   27.21,   26.64,   33.86,   29.89
  1969,  -29.54,  -21.96,  -22.23,  -30.58,  -25.18,  -21.68,  -22.66,  -21.43,  -33.65,  -26.26,  -26.79,  -23.57,  -21.13,  -22.21,  -20.87,  -24.20,  -20.23,  -22.35
  1970,  -14.30,   -4.24,  -10.94,  -16.94,   -7.56,   -4.17,   -5.25,  -11.22,  -20.34,  -12.11,   -6.58,   -8.49,   -3.34,   -4.91,    0.38,  -10.31,  -10.60,  -11.76
  1971,   16.15,   20.32,   26.23,   15.92,   18.21,   19.88,   22.12,   27.89,   14.64,   17.41,   16.73,   19.54,   21.01,   18.90,   21.82,   22.25,   27.68,   28.07
  1972,    3.43,    6.49,    4.89,    2.23,    6.64,    6.72,    8.03,    2.74,   -1.36,    7.86,    6.93,    6.44,    3.80,    9.90,    6.04,   10.02,    4.44,    1.20
  1973,  -30.86,  -33.08,  -39.67,  -31.14,  -30.05,  -32.73,  -35.40,  -41.79,  -32.59,  -28.97,  -30.08,  -30.07,  -33.91,  -31.51,  -36.32,  -34.48,  -40.63,  -42.73
  1974,  -19.54,  -22.46,  -27.31,  -19.85,  -20.99,  -20.89,  -25.85,  -27.47,  -19.82,  -20.60,  -18.50,  -23.61,  -19.80,  -22.01,  -24.59,  -26.99,  -26.45,  -28.25
  1975,   76.51,   65.58,   71.49,   77.03,   67.63,   67.87,   67.59,   72.07,   85.62,   66.51,   73.50,   61.78,   71.52,   64.60,   64.73,   70.11,   68.24,   74.96
  1976,   54.01,   47.51,   47.33,   54.81,   51.48,   47.81,   48.01,   45.62,   58.30,   48.74,   52.39,   50.49,   46.62,   48.72,   44.19,   51.69,   45.54,   45.51
  1977,   23.42,   20.17,   21.27,   24.22,   20.67,   18.97,   21.47,   21.49,   25.54,   22.16,   20.90,   20.36,   19.87,   18.12,   22.38,   20.72,   21.32,   21.57
  1978,   28.56,   21.67,   26.79,   30.40,   22.57,   19.47,   24.72,   27.32,   33.11,   25.71,   20.92,   23.71,   18.39,   20.55,   23.75,   25.64,   22.69,   30.61
  1979,   45.07,   37.53,   41.52,   47.19,   38.17,   37.24,   39.09,   42.29,   49.76,   42.27,   38.84,   37.12,   35.94,   38.21,   38.53,   39.66,   38.55,   45.00
  1980,   40.21,   37.77,   48.69,   41.69,   37.04,   36.19,   41.29,   50.81,   44.77,   35.05,   34.98,   39.00,   34.26,   38.07,   39.16,   43.39,   45.04,   55.10
  1981,   -2.39,    7.25,    3.19,   -5.27,    7.33,    8.25,    5.39,    2.66,  -10.92,    8.30,    8.35,    6.37,    7.94,    8.45,    6.17,    4.63,    8.06,   -0.93
  1982,   23.17,   31.36,   27.95,   20.77,   30.87,   33.97,   28.54,   27.31,   16.38,   31.46,   32.19,   29.71,   35.04,   32.80,   27.54,   29.57,   27.96,   26.78
  1983,   40.69,   39.95,   30.03,   42.01,   39.47,   38.03,   37.29,   28.95,   42.24,   38.73,   37.25,   41.77,   40.41,   35.71,   41.90,   32.68,   34.74,   25.64
  1984,  -19.57,   -1.48,   -4.29,  -22.90,   -3.45,   -2.19,    0.00,   -6.40,  -27.62,  -12.35,   -6.23,   -0.09,   -2.93,   -1.46,   -1.43,    1.42,    0.51,  -10.03
  1985,   15.10,   30.21,   33.69,   13.08,   25.48,   31.78,   31.38,   34.63,   11.05,   18.05,   25.29,   25.39,   32.60,   30.83,   31.69,   31.10,   37.80,   32.55
  1986,    1.93,   10.91,    8.55,    2.09,    4.51,   10.74,   12.19,    7.72,    2.25,    2.69,    0.07,    9.41,   10.38,   11.11,   13.38,   11.09,    9.88,    6.01
  1987,  -10.59,   -3.25,   -9.26,  -11.97,   -5.59,   -2.11,   -2.94,  -11.06,  -12.49,  -10.36,   -3.70,   -8.06,   -1.53,   -2.81,   -0.88,   -4.50,   -6.09,  -13.98
  1988,   16.64,   27.03,   26.12,   15.36,   25.20,   26.58,   26.10,   26.25,   12.46,   23.39,   22.98,   27.38,   27.04,   26.10,   26.80,   25.61,   27.72,   24.83
  1989,    8.33,   17.92,   19.59,    7.06,   14.55,   18.92,   19.99,   18.94,    5.57,   11.61,   13.94,   15.41,   19.49,   18.22,   18.72,   21.07,   15.46,   21.87
  1990,  -21.84,  -15.28,  -19.36,  -22.91,  -17.19,  -14.49,  -16.33,  -20.24,  -23.21,  -22.27,  -17.17,  -17.24,  -17.36,  -11.24,  -15.20,  -17.38,  -20.99,  -19.30
  1991,   61.55,   45.22,   55.52,   64.98,   47.35,   44.94,   47.95,   57.31,   71.67,   47.89,   47.37,   46.66,   44.63,   45.31,   44.06,   51.47,   55.32,   58.65
  1992,   30.92,   23.44,   24.77,   31.98,   24.03,   23.99,   23.30,   25.14,   33.79,   26.41,   25.02,   22.77,   21.98,   25.80,   23.08,   23.49,   24.58,   25.50
  1993,   28.63,   21.32,   17.45,   29.40,   25.06,   22.93,   16.36,   17.23,   30.58,   27.46,   25.60,   24.44,   23.03,   22.75,   15.01,   18.03,   14.25,   19.32
  1994,   -9.30,   -0.01,   -1.83,  -11.15,    0.28,    0.02,   -0.80,   -2.73,  -16.20,    0.95,   -1.02,    1.68,   -1.56,    1.70,   -2.00,    0.59,   -3.43,   -2.03
  1995,   32.86,   28.48,   33.01,   33.21,   28.44,   29.18,   31.30,   33.23,   34.42,   30.39,   31.11,   25.93,   29.20,   29.12,   30.06,   32.45,   33.39,   32.74
  1996,   14.78,   23.92,   21.95,   14.10,   21.81,   22.51,   25.65,   20.35,    9.24,   26.26,   19.71,   24.41,   21.69,   23.38,   25.69,   25.65,   21.50,   19.46
  1997,   14.61,   33.21,   30.35,   10.48,   33.90,   33.71,   36.43,   25.58,    4.94,   25.66,   34.63,   32.96,   33.86,   33.65,   32.35,   40.90,   27.45,   23.94
  1998,   -3.79,   -2.70,   -0.51,   -3.63,   -2.46,   -2.89,   -3.00,   -0.49,   -4.27,   -2.07,   -4.43,   -0.31,   -2.33,   -3.51,   -5.21,   -0.60,   -2.39,    1.28
  1999,   52.49,   10.33,   14.93,   61.74,   12.78,    7.10,   14.59,   14.89,   80.42,   21.93,   12.97,   12.59,    8.91,    5.14,   14.14,   14.98,   17.07,   12.69
  2000,  -19.62,    8.91,    3.73,  -24.38,    6.78,    9.59,    8.34,    2.03,  -31.99,   -1.62,    7.00,    6.50,    7.82,   11.62,   10.27,    6.25,    3.60,   -0.65
  2001,   25.06,   28.19,   23.80,   22.89,   32.05,   25.87,   29.14,   21.32,   17.17,   36.65,   33.19,   30.98,   26.78,   24.79,   29.98,   28.27,   18.04,   26.10
  2002,  -21.29,    0.12,   -7.11,  -24.41,   -2.72,   -0.30,   -1.63,   -9.18,  -30.24,   -7.06,   -6.00,    0.86,   -1.15,    0.68,    0.04,   -3.35,   -9.41,   -9.06
  2003,  103.56,   49.71,   50.22,  114.97,   59.23,   47.09,   49.52,   48.53,  133.61,   68.10,   60.71,   57.61,   46.70,   47.31,   46.05,   53.34,   43.52,   53.61
  2004,   20.38,   22.71,   25.48,   19.52,   22.94,   22.51,   25.01,   24.88,   16.46,   27.68,   23.74,   22.14,   22.21,   22.80,   23.77,   26.39,   24.99,   24.12
  2005,   -0.19,    9.74,    9.61,   -1.41,    6.67,   10.18,   10.39,    8.68,   -4.60,    8.27,    4.60,    9.14,   12.87,    7.53,    9.64,   11.19,    7.93,    9.29
  2006,   14.66,   18.03,   19.17,   13.16,   20.26,   18.26,   18.16,   18.53,   11.77,   17.02,   20.91,   19.49,   18.04,   18.43,   16.24,   20.26,   16.33,   20.57
  2007,   -9.49,   -4.43,   -2.05,  -10.59,   -4.44,   -4.57,   -4.65,    0.05,  -12.46,   -4.45,   -4.26,   -4.49,   -2.70,   -6.41,   -4.04,   -5.33,    1.43,   -1.65
  2008,  -50.00,  -36.70,  -41.25,  -52.25,  -38.86,  -34.76,  -38.23,  -42.72,  -55.17,  -44.57,  -38.87,  -38.90,  -33.71,  -35.91,  -38.14,  -38.38,  -41.72,  -43.71
  2009,   77.86,   41.08,   68.42,   86.06,   44.18,   38.26,   52.64,   72.58,  107.17,   49.94,   45.40,   42.88,   36.86,   39.57,   45.77,   60.73,   66.18,   78.37
  2010,   30.60,   24.42,   26.38,   30.76,   28.40,   25.26,   23.92,   25.05,   27.40,   35.71,   29.73,   26.79,   24.85,   25.65,   19.23,   28.78,   22.29,   28.06
  2011,  -13.95,   -3.13,   -6.08,  -16.10,   -4.71,   -2.60,   -3.22,   -7.35,  -20.68,   -6.89,   -4.68,   -4.80,   -3.59,   -1.62,   -2.44,   -4.08,   -5.56,   -9.09
  2012,   18.78,   19.58,   16.85,   18.08,   20.59,   20.05,   19.41,   14.79,   17.34,   19.48,   21.29,   19.80,   20.26,   19.80,   18.24,   20.35,   16.83,   12.82
  2013,   45.72,   40.37,   45.58,   46.66,   39.97,   39.46,   44.00,   47.89,   49.03,   42.24,   42.13,   37.77,   38.96,   40.02,   46.22,   41.76,   44.46,   51.20
  2014,    1.26,    6.74,    6.84,    0.40,    6.23,    4.90,    8.33,    6.61,   -2.45,    4.65,    4.41,    8.02,    5.55,    4.27,    9.36,    7.35,   11.32,    2.37
  2015,   -7.91,   -2.41,   -8.80,  -10.12,   -0.47,   -0.92,   -7.77,   -9.21,  -12.96,   -4.36,    0.41,   -1.39,   -1.61,   -0.13,   -7.55,   -7.93,   -6.47,  -11.95
  2016,   12.37,   29.40,   21.25,    8.09,   31.43,   27.55,   23.00,   21.42,   -0.15,   25.92,   27.93,   35.07,   30.59,   24.23,   25.15,   20.89,   22.63,   20.04
  2017,   20.25,   14.68,   17.42,   21.32,   14.36,   15.69,   16.49,   17.71,   24.48,   14.63,   16.49,   12.19,   14.33,   17.27,   16.13,   16.80,   21.11,   14.00
  2018,  -20.36,  -10.05,  -12.41,  -22.37,  -10.81,   -9.81,  -11.28,  -13.38,  -26.46,  -10.88,  -12.35,   -9.31,   -8.68,  -11.23,  -12.03,  -10.54,  -12.47,  -14.37
  2019,   22.19,   25.12,   23.36,   21.83,   23.52,   25.55,   24.13,   23.72,   22.30,   19.81,   22.99,   24.00,   25.73,   25.25,   25.58,   22.69,   23.53,   23.68
  2020,   56.23,   12.44,   21.17,   69.05,   10.96,   12.65,   21.43,   19.49,   88.36,   24.37,   13.63,    8.14,   10.37,   15.18,   18.45,   24.51,   18.02,   21.12
  2021,    7.23,   42.51,   32.75,    2.62,   30.50,   43.65,   46.29,   31.42,   -5.79,   26.73,   28.82,   31.53,   41.84,   45.80,   56.20,   35.75,   33.17,   29.54
  2022,  -36.45,  -10.75,  -15.48,  -40.57,  -11.58,   -9.30,  -13.85,  -16.89,  -45.55,  -25.81,  -13.25,  -10.10,   -7.24,  -11.41,  -15.10,  -12.24,  -15.89,  -17.97


  Number of Firms in Portfolios
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
196307,     393,     397,     358,     292,     204,     200,     190,     262,     175,     117,     101,     103,     105,      95,      94,      96,     103,     159
